date,monthly anomaly,monthly unc.,annual anomaly,annual unc.,five-year anomaly,five-year unc.,ten-year anomaly,ten-year unc.,twenty-year anomaly,twenty-year unc.
1882/07/01,-0.368,0.143,-0.303,0.092,-0.325,0.057,-0.301,0.049,-0.319,0.049
1882/08/01,-0.235,0.166,-0.341,0.093,-0.326,0.057,-0.307,0.049,-0.320,0.049
1882/09/01,-0.226,0.141,-0.349,0.090,-0.328,0.056,-0.311,0.049,-0.321,0.049
1882/10/01,-0.354,0.147,-0.356,0.087,-0.332,0.056,-0.316,0.049,-0.321,0.049
1882/11/01,-0.388,0.163,-0.358,0.088,-0.337,0.056,-0.320,0.049,-0.322,0.049
1882/12/01,-0.570,0.155,-0.343,0.087,-0.341,0.055,-0.323,0.049,-0.322,0.050
1883/01/01,-0.414,0.171,-0.339,0.087,-0.343,0.055,-0.326,0.049,-0.325,0.050
1883/02/01,-0.451,0.174,-0.350,0.086,-0.346,0.054,-0.333,0.049,-0.327,0.050
1883/03/01,-0.215,0.144,-0.362,0.085,-0.347,0.054,-0.341,0.049,-0.327,0.050
1883/04/01,-0.365,0.143,-0.357,0.084,-0.346,0.054,-0.346,0.048,-0.327,0.050
1883/05/01,-0.302,0.156,-0.362,0.084,-0.349,0.054,-0.348,0.048,-0.327,0.050
1883/06/01,-0.197,0.129,-0.337,0.084,-0.348,0.054,-0.351,0.048,-0.328,0.050
1883/07/01,-0.320,0.142,-0.323,0.083,-0.354,0.054,-0.354,0.048,-0.328,0.049
1883/08/01,-0.362,0.140,-0.303,0.082,-0.361,0.054,-0.357,0.048,-0.328,0.049
1883/09/01,-0.372,0.136,-0.329,0.083,-0.369,0.054,-0.359,0.048,-0.328,0.049
1883/10/01,-0.288,0.130,-0.342,0.084,-0.376,0.053,-0.360,0.048,-0.328,0.049
1883/11/01,-0.450,0.122,-0.361,0.083,-0.380,0.053,-0.361,0.048,-0.328,0.049
1883/12/01,-0.276,0.161,-0.387,0.084,-0.382,0.053,-0.360,0.048,-0.329,0.049
1884/01/01,-0.237,0.160,-0.406,0.084,-0.384,0.053,-0.360,0.048,-0.330,0.049
1884/02/01,-0.215,0.163,-0.416,0.083,-0.388,0.052,-0.356,0.048,-0.330,0.049
1884/03/01,-0.521,0.145,-0.425,0.083,-0.390,0.052,-0.355,0.048,-0.329,0.049
1884/04/01,-0.531,0.136,-0.438,0.083,-0.393,0.052,-0.353,0.048,-0.329,0.049
1884/05/01,-0.529,0.146,-0.448,0.083,-0.395,0.053,-0.352,0.048,-0.329,0.049
1884/06/01,-0.503,0.142,-0.463,0.082,-0.398,0.054,-0.352,0.048,-0.330,0.049
1884/07/01,-0.546,0.140,-0.498,0.082,-0.415,0.054,-0.352,0.048,-0.330,0.049
1884/08/01,-0.486,0.138,-0.520,0.080,-0.426,0.054,-0.352,0.048,-0.330,0.048
1884/09/01,-0.476,0.137,-0.511,0.080,-0.432,0.054,-0.352,0.048,-0.331,0.048
1884/10/01,-0.451,0.131,-0.510,0.079,-0.433,0.053,-0.354,0.048,-0.330,0.048
1884/11/01,-0.567,0.126,-0.511,0.079,-0.436,0.053,-0.355,0.048,-0.330,0.048
1884/12/01,-0.452,0.156,-0.517,0.079,-0.438,0.053,-0.355,0.048,-0.330,0.048
1885/01/01,-0.659,0.174,-0.504,0.080,-0.438,0.052,-0.355,0.048,-0.330,0.048
1885/02/01,-0.481,0.177,-0.501,0.081,-0.443,0.052,-0.355,0.048,-0.330,0.048
1885/03/01,-0.412,0.134,-0.497,0.080,-0.446,0.052,-0.358,0.048,-0.330,0.048
1885/04/01,-0.514,0.161,-0.486,0.080,-0.447,0.051,-0.359,0.048,-0.329,0.048
1885/05/01,-0.542,0.137,-0.470,0.079,-0.447,0.051,-0.361,0.048,-0.330,0.048
1885/06/01,-0.582,0.129,-0.448,0.078,-0.444,0.051,-0.362,0.048,-0.329,0.048
1885/07/01,-0.392,0.135,-0.438,0.077,-0.444,0.051,-0.363,0.048,-0.329,0.048
1885/08/01,-0.451,0.136,-0.451,0.077,-0.445,0.050,-0.365,0.048,-0.329,0.048
1885/09/01,-0.423,0.123,-0.467,0.078,-0.449,0.051,-0.366,0.048,-0.329,0.048
1885/10/01,-0.325,0.122,-0.461,0.077,-0.449,0.051,-0.366,0.048,-0.330,0.048
1885/11/01,-0.371,0.135,-0.444,0.079,-0.450,0.051,-0.369,0.048,-0.328,0.048
1885/12/01,-0.189,0.152,-0.437,0.078,-0.453,0.051,-0.370,0.048,-0.327,0.048
1886/01/01,-0.540,0.161,-0.435,0.078,-0.453,0.050,-0.373,0.049,-0.326,0.048
1886/02/01,-0.640,0.146,-0.435,0.077,-0.452,0.050,-0.375,0.048,-0.326,0.048
1886/03/01,-0.600,0.128,-0.441,0.077,-0.451,0.050,-0.377,0.049,-0.326,0.048
1886/04/01,-0.445,0.129,-0.450,0.077,-0.448,0.050,-0.379,0.049,-0.326,0.048
1886/05/01,-0.329,0.138,-0.464,0.075,-0.443,0.050,-0.381,0.049,-0.325,0.048
1886/06/01,-0.504,0.123,-0.481,0.075,-0.441,0.050,-0.381,0.049,-0.324,0.048
1886/07/01,-0.368,0.127,-0.511,0.074,-0.439,0.050,-0.382,0.049,-0.324,0.048
1886/08/01,-0.454,0.127,-0.516,0.075,-0.433,0.050,-0.383,0.049,-0.323,0.048
1886/09/01,-0.490,0.132,-0.506,0.074,-0.425,0.050,-0.383,0.048,-0.322,0.048
1886/10/01,-0.436,0.128,-0.498,0.075,-0.416,0.051,-0.383,0.048,-0.321,0.048
1886/11/01,-0.534,0.123,-0.507,0.074,-0.410,0.051,-0.384,0.049,-0.320,0.048
1886/12/01,-0.401,0.148,-0.506,0.074,-0.405,0.050,-0.384,0.049,-0.318,0.048
1887/01/01,-0.895,0.158,-0.506,0.075,-0.399,0.050,-0.387,0.049,-0.318,0.048
1887/02/01,-0.696,0.147,-0.512,0.075,-0.396,0.050,-0.388,0.049,-0.319,0.048
1887/03/01,-0.481,0.131,-0.506,0.075,-0.395,0.050,-0.391,0.049,-0.320,0.048
1887/04/01,-0.346,0.124,-0.505,0.076,-0.392,0.050,-0.393,0.049,-0.320,0.048
1887/05/01,-0.438,0.138,-0.492,0.076,-0.390,0.050,-0.394,0.049,-0.319,0.047
1887/06/01,-0.496,0.136,-0.490,0.077,-0.389,0.051,-0.394,0.049,-0.319,0.047
1887/07/01,-0.370,0.127,-0.449,0.077,-0.385,0.050,-0.395,0.049,-0.321,0.047
1887/08/01,-0.523,0.140,-0.433,0.077,-0.385,0.051,-0.397,0.049,-0.322,0.047
1887/09/01,-0.419,0.129,-0.433,0.079,-0.387,0.051,-0.398,0.049,-0.324,0.047
1887/10/01,-0.421,0.122,-0.435,0.080,-0.386,0.052,-0.397,0.049,-0.325,0.047
1887/11/01,-0.385,0.137,-0.429,0.079,-0.385,0.052,-0.399,0.049,-0.327,0.047
1887/12/01,-0.377,0.155,-0.418,0.079,-0.383,0.052,-0.399,0.049,-0.328,0.047
1888/01/01,-0.397,0.164,-0.413,0.080,-0.383,0.052,-0.402,0.049,-0.329,0.047
1888/02/01,-0.501,0.140,-0.394,0.079,-0.384,0.053,-0.403,0.049,-0.332,0.047
1888/03/01,-0.487,0.142,-0.387,0.080,-0.384,0.053,-0.405,0.049,-0.337,0.047
1888/04/01,-0.365,0.139,-0.361,0.080,-0.385,0.053,-0.405,0.049,-0.340,0.047
1888/05/01,-0.368,0.140,-0.342,0.080,-0.389,0.053,-0.406,0.049,-0.341,0.047
1888/06/01,-0.367,0.135,-0.322,0.079,-0.393,0.052,-0.407,0.049,-0.343,0.047
1888/07/01,-0.303,0.127,-0.300,0.078,-0.392,0.052,-0.406,0.049,-0.344,0.047
1888/08/01,-0.304,0.133,-0.246,0.078,-0.390,0.053,-0.405,0.049,-0.346,0.047
1888/09/01,-0.331,0.127,-0.206,0.078,-0.384,0.053,-0.405,0.049,-0.348,0.047
1888/10/01,-0.111,0.127,-0.176,0.078,-0.383,0.053,-0.405,0.049,-0.349,0.047
1888/11/01,-0.152,0.130,-0.161,0.079,-0.382,0.054,-0.404,0.049,-0.351,0.047
1888/12/01,-0.139,0.150,-0.149,0.080,-0.380,0.054,-0.405,0.049,-0.352,0.048
1889/01/01,-0.132,0.149,-0.139,0.082,-0.380,0.054,-0.408,0.049,-0.352,0.048
1889/02/01,0.148,0.148,-0.138,0.083,-0.378,0.055,-0.409,0.049,-0.353,0.048
1889/03/01,-0.011,0.144,-0.142,0.083,-0.375,0.055,-0.408,0.049,-0.354,0.048
1889/04/01,-0.001,0.136,-0.160,0.083,-0.374,0.055,-0.408,0.049,-0.354,0.048
1889/05/01,-0.193,0.152,-0.184,0.086,-0.373,0.055,-0.407,0.049,-0.354,0.048
1889/06/01,-0.219,0.131,-0.201,0.088,-0.369,0.055,-0.406,0.049,-0.355,0.048
1889/07/01,-0.179,0.143,-0.229,0.086,-0.359,0.055,-0.405,0.049,-0.355,0.048
1889/08/01,-0.293,0.145,-0.278,0.086,-0.350,0.055,-0.403,0.049,-0.354,0.048
1889/09/01,-0.390,0.129,-0.324,0.086,-0.350,0.056,-0.402,0.049,-0.353,0.048
1889/10/01,-0.315,0.128,-0.358,0.086,-0.352,0.056,-0.400,0.049,-0.353,0.048
1889/11/01,-0.446,0.146,-0.383,0.086,-0.352,0.056,-0.399,0.049,-0.352,0.048
1889/12/01,-0.344,0.147,-0.402,0.087,-0.350,0.056,-0.398,0.049,-0.352,0.048
1890/01/01,-0.465,0.137,-0.424,0.087,-0.352,0.056,-0.396,0.049,-0.352,0.048
1890/02/01,-0.442,0.161,-0.438,0.087,-0.351,0.057,-0.396,0.050,-0.350,0.048
1890/03/01,-0.570,0.152,-0.446,0.088,-0.350,0.057,-0.397,0.050,-0.349,0.048
1890/04/01,-0.409,0.135,-0.449,0.088,-0.347,0.057,-0.395,0.050,-0.348,0.048
1890/05/01,-0.488,0.139,-0.464,0.087,-0.351,0.057,-0.393,0.050,-0.348,0.048
1890/06/01,-0.453,0.140,-0.469,0.087,-0.354,0.057,-0.391,0.051,-0.347,0.048
1890/07/01,-0.437,0.154,-0.470,0.090,-0.361,0.057,-0.390,0.051,-0.347,0.048
1890/08/01,-0.466,0.139,-0.476,0.088,-0.362,0.058,-0.389,0.051,-0.347,0.048
1890/09/01,-0.480,0.134,-0.451,0.088,-0.360,0.057,-0.388,0.051,-0.346,0.048
1890/10/01,-0.357,0.136,-0.447,0.089,-0.361,0.058,-0.387,0.051,-0.344,0.048
1890/11/01,-0.622,0.140,-0.430,0.089,-0.362,0.058,-0.386,0.051,-0.344,0.048
1890/12/01,-0.398,0.132,-0.425,0.088,-0.361,0.058,-0.386,0.051,-0.344,0.048
1891/01/01,-0.477,0.156,-0.421,0.087,-0.359,0.058,-0.383,0.051,-0.344,0.048
1891/02/01,-0.519,0.144,-0.410,0.088,-0.359,0.059,-0.380,0.052,-0.344,0.048
1891/03/01,-0.267,0.149,-0.393,0.089,-0.360,0.059,-0.378,0.052,-0.344,0.048
1891/04/01,-0.357,0.139,-0.395,0.089,-0.362,0.059,-0.378,0.052,-0.344,0.048
1891/05/01,-0.283,0.143,-0.384,0.088,-0.365,0.059,-0.377,0.052,-0.344,0.048
1891/06/01,-0.402,0.129,-0.364,0.088,-0.370,0.059,-0.375,0.052,-0.344,0.048
1891/07/01,-0.382,0.146,-0.346,0.088,-0.376,0.059,-0.373,0.053,-0.344,0.048
1891/08/01,-0.337,0.152,-0.318,0.087,-0.385,0.059,-0.370,0.053,-0.344,0.048
1891/09/01,-0.276,0.136,-0.335,0.086,-0.391,0.059,-0.368,0.053,-0.343,0.048
1891/10/01,-0.382,0.130,-0.345,0.085,-0.399,0.059,-0.365,0.053,-0.344,0.048
1891/11/01,-0.495,0.130,-0.358,0.085,-0.403,0.058,-0.362,0.053,-0.343,0.048
1891/12/01,-0.160,0.137,-0.355,0.085,-0.408,0.059,-0.360,0.053,-0.344,0.048
1892/01/01,-0.255,0.139,-0.366,0.086,-0.410,0.059,-0.354,0.053,-0.345,0.048
1892/02/01,-0.179,0.134,-0.376,0.085,-0.410,0.059,-0.350,0.053,-0.346,0.048
1892/03/01,-0.471,0.133,-0.381,0.084,-0.410,0.059,-0.349,0.054,-0.347,0.048
1892/04/01,-0.486,0.130,-0.371,0.085,-0.408,0.059,-0.347,0.054,-0.347,0.048
1892/05/01,-0.434,0.143,-0.383,0.085,-0.407,0.059,-0.344,0.054,-0.347,0.048
1892/06/01,-0.365,0.140,-0.413,0.086,-0.407,0.059,-0.341,0.054,-0.347,0.048
1892/07/01,-0.514,0.150,-0.460,0.086,-0.407,0.060,-0.340,0.054,-0.347,0.048
1892/08/01,-0.453,0.147,-0.494,0.087,-0.408,0.060,-0.338,0.054,-0.347,0.048
1892/09/01,-0.344,0.139,-0.484,0.088,-0.406,0.060,-0.336,0.054,-0.347,0.048
1892/10/01,-0.260,0.134,-0.477,0.088,-0.404,0.061,-0.335,0.054,-0.348,0.048
1892/11/01,-0.640,0.146,-0.477,0.088,-0.402,0.061,-0.334,0.054,-0.348,0.048
1892/12/01,-0.517,0.162,-0.473,0.088,-0.400,0.061,-0.334,0.054,-0.348,0.048
1893/01/01,-0.819,0.149,-0.448,0.088,-0.397,0.061,-0.332,0.054,-0.347,0.048
1893/02/01,-0.593,0.143,-0.433,0.088,-0.394,0.061,-0.331,0.054,-0.346,0.048
1893/03/01,-0.342,0.137,-0.436,0.088,-0.392,0.062,-0.333,0.054,-0.347,0.048
1893/04/01,-0.403,0.130,-0.437,0.087,-0.390,0.062,-0.334,0.054,-0.347,0.048
1893/05/01,-0.436,0.143,-0.412,0.088,-0.383,0.062,-0.334,0.054,-0.348,0.048
1893/06/01,-0.323,0.145,-0.401,0.086,-0.379,0.062,-0.334,0.054,-0.349,0.048
1893/07/01,-0.213,0.148,-0.376,0.086,-0.375,0.061,-0.334,0.054,-0.350,0.048
1893/08/01,-0.270,0.149,-0.357,0.085,-0.370,0.062,-0.335,0.054,-0.351,0.048
1893/09/01,-0.375,0.134,-0.361,0.086,-0.372,0.062,-0.336,0.055,-0.351,0.048
1893/10/01,-0.274,0.128,-0.370,0.087,-0.373,0.061,-0.339,0.055,-0.352,0.048
1893/11/01,-0.342,0.127,-0.370,0.089,-0.373,0.061,-0.342,0.055,-0.353,0.048
1893/12/01,-0.391,0.138,-0.382,0.089,-0.369,0.061,-0.343,0.055,-0.354,0.048
1894/01/01,-0.509,0.135,-0.390,0.089,-0.365,0.061,-0.344,0.055,-0.355,0.048
1894/02/01,-0.376,0.144,-0.394,0.089,-0.361,0.061,-0.349,0.055,-0.357,0.048
1894/03/01,-0.384,0.149,-0.394,0.089,-0.360,0.061,-0.353,0.055,-0.357,0.048
1894/04/01,-0.515,0.147,-0.390,0.090,-0.356,0.061,-0.355,0.055,-0.357,0.048
1894/05/01,-0.433,0.154,-0.390,0.090,-0.351,0.061,-0.355,0.055,-0.357,0.048
1894/06/01,-0.463,0.146,-0.387,0.091,-0.351,0.061,-0.357,0.055,-0.357,0.048
1894/07/01,-0.311,0.146,-0.385,0.093,-0.350,0.061,-0.358,0.055,-0.357,0.048
1894/08/01,-0.321,0.143,-0.394,0.094,-0.351,0.061,-0.357,0.055,-0.357,0.048
1894/09/01,-0.375,0.136,-0.399,0.093,-0.348,0.061,-0.355,0.055,-0.357,0.048
1894/10/01,-0.226,0.133,-0.380,0.093,-0.341,0.062,-0.353,0.055,-0.357,0.048
1894/11/01,-0.340,0.133,-0.376,0.092,-0.335,0.062,-0.349,0.055,-0.356,0.048
1894/12/01,-0.356,0.137,-0.364,0.092,-0.333,0.062,-0.349,0.055,-0.355,0.048
1895/01/01,-0.480,0.152,-0.360,0.093,-0.328,0.062,-0.348,0.055,-0.354,0.048
1895/02/01,-0.486,0.153,-0.358,0.094,-0.324,0.061,-0.345,0.055,-0.354,0.048
1895/03/01,-0.447,0.146,-0.355,0.094,-0.323,0.061,-0.340,0.055,-0.354,0.048
1895/04/01,-0.290,0.153,-0.356,0.093,-0.322,0.061,-0.338,0.055,-0.354,0.048
1895/05/01,-0.380,0.148,-0.345,0.093,-0.317,0.061,-0.335,0.055,-0.353,0.048
1895/06/01,-0.319,0.134,-0.332,0.092,-0.314,0.061,-0.332,0.055,-0.352,0.048
1895/07/01,-0.263,0.159,-0.307,0.091,-0.303,0.061,-0.330,0.055,-0.352,0.048
1895/08/01,-0.298,0.150,-0.287,0.090,-0.300,0.060,-0.328,0.055,-0.351,0.048
1895/09/01,-0.336,0.131,-0.283,0.089,-0.306,0.060,-0.326,0.055,-0.351,0.048
1895/10/01,-0.243,0.129,-0.293,0.087,-0.307,0.061,-0.323,0.055,-0.350,0.048
1895/11/01,-0.208,0.128,-0.283,0.087,-0.307,0.060,-0.320,0.055,-0.350,0.048
1895/12/01,-0.193,0.136,-0.271,0.087,-0.307,0.060,-0.317,0.055,-0.350,0.048
1896/01/01,-0.183,0.141,-0.260,0.086,-0.309,0.060,-0.315,0.054,-0.349,0.048
1896/02/01,-0.241,0.146,-0.246,0.086,-0.311,0.060,-0.312,0.054,-0.347,0.048
1896/03/01,-0.408,0.133,-0.235,0.088,-0.312,0.060,-0.311,0.054,-0.346,0.048
1896/04/01,-0.403,0.135,-0.224,0.087,-0.315,0.060,-0.308,0.054,-0.344,0.048
1896/05/01,-0.266,0.150,-0.227,0.088,-0.318,0.060,-0.307,0.054,-0.344,0.048
1896/06/01,-0.173,0.134,-0.220,0.087,-0.317,0.060,-0.306,0.054,-0.343,0.048
1896/07/01,-0.129,0.141,-0.222,0.087,-0.312,0.060,-0.305,0.054,-0.343,0.049
1896/08/01,-0.133,0.157,-0.223,0.088,-0.313,0.060,-0.304,0.054,-0.342,0.049
1896/09/01,-0.208,0.154,-0.214,0.088,-0.314,0.060,-0.304,0.054,-0.342,0.049
1896/10/01,-0.111,0.125,-0.186,0.088,-0.310,0.060,-0.304,0.054,-0.341,0.049
1896/11/01,-0.242,0.132,-0.171,0.087,-0.307,0.060,-0.302,0.054,-0.340,0.049
1896/12/01,-0.112,0.126,-0.174,0.087,-0.306,0.060,-0.304,0.054,-0.339,0.049
1897/01/01,-0.206,0.149,-0.181,0.085,-0.306,0.060,-0.304,0.054,-0.337,0.048
1897/02/01,-0.245,0.139,-0.189,0.084,-0.303,0.060,-0.303,0.054,-0.337,0.049
1897/03/01,-0.301,0.136,-0.194,0.083,-0.299,0.059,-0.302,0.054,-0.336,0.048
1897/04/01,-0.073,0.133,-0.204,0.083,-0.297,0.059,-0.301,0.054,-0.336,0.049
1897/05/01,-0.086,0.143,-0.212,0.084,-0.291,0.059,-0.300,0.054,-0.336,0.049
1897/06/01,-0.201,0.132,-0.230,0.084,-0.290,0.059,-0.300,0.054,-0.336,0.048
1897/07/01,-0.219,0.146,-0.225,0.083,-0.289,0.059,-0.299,0.054,-0.336,0.049
1897/08/01,-0.227,0.144,-0.242,0.083,-0.281,0.058,-0.297,0.054,-0.336,0.049
1897/09/01,-0.267,0.130,-0.273,0.084,-0.275,0.058,-0.297,0.054,-0.335,0.049
1897/10/01,-0.227,0.142,-0.303,0.085,-0.272,0.058,-0.298,0.054,-0.335,0.049
1897/11/01,-0.341,0.142,-0.335,0.085,-0.267,0.058,-0.297,0.054,-0.335,0.049
1897/12/01,-0.333,0.141,-0.343,0.084,-0.265,0.058,-0.297,0.054,-0.336,0.048
1898/01/01,-0.139,0.138,-0.356,0.084,-0.264,0.058,-0.292,0.054,-0.336,0.048
1898/02/01,-0.446,0.137,-0.369,0.084,-0.262,0.058,-0.289,0.054,-0.335,0.048
1898/03/01,-0.685,0.143,-0.381,0.084,-0.260,0.058,-0.289,0.054,-0.336,0.048
1898/04/01,-0.429,0.137,-0.402,0.085,-0.256,0.057,-0.289,0.054,-0.336,0.048
1898/05/01,-0.473,0.142,-0.414,0.085,-0.256,0.057,-0.289,0.054,-0.336,0.048
1898/06/01,-0.296,0.144,-0.416,0.085,-0.255,0.057,-0.291,0.054,-0.336,0.048
1898/07/01,-0.367,0.144,-0.423,0.085,-0.256,0.057,-0.293,0.054,-0.336,0.048
1898/08/01,-0.386,0.155,-0.422,0.085,-0.255,0.057,-0.296,0.054,-0.337,0.048
1898/09/01,-0.415,0.143,-0.402,0.085,-0.249,0.057,-0.297,0.054,-0.337,0.048
1898/10/01,-0.478,0.126,-0.387,0.087,-0.244,0.057,-0.300,0.054,-0.339,0.048
1898/11/01,-0.480,0.126,-0.370,0.089,-0.242,0.057,-0.301,0.054,-0.341,0.048
1898/12/01,-0.364,0.114,-0.380,0.088,-0.243,0.057,-0.303,0.054,-0.343,0.048
1899/01/01,-0.225,0.134,-0.374,0.088,-0.245,0.057,-0.303,0.054,-0.345,0.048
1899/02/01,-0.428,0.139,-0.355,0.088,-0.247,0.057,-0.305,0.054,-0.347,0.048
1899/03/01,-0.448,0.148,-0.331,0.087,-0.248,0.057,-0.307,0.053,-0.350,0.048
1899/04/01,-0.246,0.156,-0.301,0.087,-0.252,0.057,-0.307,0.053,-0.352,0.048
1899/05/01,-0.273,0.148,-0.257,0.088,-0.253,0.057,-0.308,0.053,-0.353,0.048
1899/06/01,-0.415,0.123,-0.253,0.087,-0.257,0.057,-0.308,0.053,-0.354,0.048
1899/07/01,-0.293,0.145,-0.267,0.086,-0.257,0.057,-0.309,0.053,-0.356,0.048
1899/08/01,-0.155,0.152,-0.234,0.086,-0.255,0.057,-0.311,0.053,-0.356,0.048
1899/09/01,-0.133,0.125,-0.201,0.086,-0.256,0.057,-0.312,0.053,-0.356,0.048
1899/10/01,-0.111,0.138,-0.191,0.085,-0.260,0.057,-0.314,0.053,-0.357,0.048
1899/11/01,0.038,0.132,-0.177,0.084,-0.265,0.057,-0.313,0.053,-0.357,0.048
1899/12/01,-0.312,0.126,-0.156,0.084,-0.268,0.057,-0.313,0.053,-0.358,0.048
1900/01/01,-0.388,0.125,-0.149,0.083,-0.270,0.057,-0.312,0.052,-0.357,0.048
1900/02/01,-0.041,0.129,-0.151,0.083,-0.271,0.057,-0.313,0.052,-0.357,0.048
1900/03/01,-0.042,0.138,-0.156,0.083,-0.271,0.057,-0.312,0.052,-0.357,0.048
1900/04/01,-0.129,0.140,-0.149,0.083,-0.274,0.057,-0.313,0.052,-0.358,0.048
1900/05/01,-0.110,0.144,-0.171,0.082,-0.277,0.058,-0.313,0.052,-0.357,0.048
1900/06/01,-0.164,0.129,-0.156,0.084,-0.280,0.058,-0.312,0.052,-0.357,0.048
1900/07/01,-0.202,0.142,-0.145,0.084,-0.282,0.058,-0.313,0.051,-0.357,0.048
1900/08/01,-0.185,0.142,-0.153,0.084,-0.277,0.058,-0.313,0.051,-0.357,0.048
1900/09/01,-0.190,0.132,-0.156,0.083,-0.272,0.058,-0.313,0.051,-0.357,0.048
1900/10/01,-0.025,0.129,-0.151,0.082,-0.272,0.058,-0.314,0.051,-0.357,0.048
1900/11/01,-0.223,0.117,-0.156,0.081,-0.272,0.058,-0.313,0.051,-0.357,0.048
1900/12/01,-0.140,0.133,-0.162,0.081,-0.276,0.058,-0.314,0.051,-0.358,0.048
1901/01/01,-0.252,0.131,-0.167,0.081,-0.277,0.058,-0.315,0.051,-0.359,0.047
1901/02/01,-0.141,0.128,-0.170,0.081,-0.281,0.057,-0.315,0.051,-0.359,0.047
1901/03/01,-0.077,0.123,-0.180,0.082,-0.283,0.057,-0.313,0.051,-0.361,0.047
1901/04/01,-0.071,0.133,-0.204,0.082,-0.284,0.057,-0.310,0.050,-0.362,0.047
1901/05/01,-0.169,0.135,-0.210,0.083,-0.285,0.057,-0.311,0.050,-0.363,0.047
1901/06/01,-0.238,0.131,-0.228,0.083,-0.288,0.057,-0.311,0.050,-0.364,0.047
1901/07/01,-0.262,0.141,-0.227,0.084,-0.294,0.057,-0.313,0.050,-0.364,0.047
1901/08/01,-0.214,0.142,-0.225,0.084,-0.297,0.057,-0.314,0.050,-0.365,0.047
1901/09/01,-0.309,0.136,-0.249,0.084,-0.299,0.057,-0.316,0.050,-0.366,0.047
1901/10/01,-0.311,0.126,-0.270,0.084,-0.304,0.056,-0.317,0.050,-0.366,0.047
1901/11/01,-0.304,0.129,-0.287,0.084,-0.308,0.056,-0.318,0.050,-0.365,0.047
1901/12/01,-0.349,0.136,-0.299,0.083,-0.310,0.056,-0.318,0.050,-0.366,0.047
1902/01/01,-0.243,0.135,-0.302,0.083,-0.313,0.056,-0.320,0.050,-0.366,0.047
1902/02/01,-0.123,0.146,-0.309,0.082,-0.318,0.056,-0.323,0.050,-0.366,0.047
1902/03/01,-0.359,0.125,-0.308,0.082,-0.325,0.056,-0.323,0.049,-0.366,0.047
1902/04/01,-0.324,0.138,-0.314,0.083,-0.331,0.055,-0.325,0.049,-0.365,0.047
1902/05/01,-0.367,0.136,-0.331,0.083,-0.336,0.056,-0.328,0.049,-0.364,0.047
1902/06/01,-0.385,0.130,-0.344,0.082,-0.336,0.056,-0.330,0.049,-0.364,0.047
1902/07/01,-0.303,0.132,-0.346,0.083,-0.335,0.056,-0.332,0.049,-0.364,0.047
1902/08/01,-0.295,0.144,-0.348,0.082,-0.344,0.055,-0.333,0.049,-0.364,0.047
1902/09/01,-0.292,0.136,-0.350,0.082,-0.350,0.055,-0.334,0.049,-0.365,0.047
1902/10/01,-0.392,0.131,-0.361,0.082,-0.354,0.055,-0.334,0.049,-0.367,0.047
1902/11/01,-0.508,0.121,-0.369,0.082,-0.358,0.055,-0.336,0.049,-0.366,0.047
1902/12/01,-0.504,0.123,-0.380,0.082,-0.360,0.055,-0.337,0.049,-0.366,0.047
1903/01/01,-0.261,0.132,-0.395,0.082,-0.362,0.055,-0.339,0.049,-0.365,0.046
1903/02/01,-0.150,0.124,-0.418,0.082,-0.364,0.055,-0.338,0.049,-0.364,0.046
1903/03/01,-0.380,0.129,-0.440,0.082,-0.367,0.055,-0.338,0.049,-0.365,0.046
1903/04/01,-0.462,0.127,-0.452,0.081,-0.371,0.055,-0.338,0.049,-0.364,0.046
1903/05/01,-0.452,0.138,-0.456,0.081,-0.371,0.055,-0.337,0.049,-0.364,0.046
1903/06/01,-0.526,0.123,-0.458,0.082,-0.373,0.055,-0.338,0.049,-0.365,0.046
1903/07/01,-0.481,0.136,-0.484,0.081,-0.373,0.055,-0.338,0.049,-0.366,0.046
1903/08/01,-0.576,0.140,-0.525,0.081,-0.376,0.054,-0.339,0.049,-0.366,0.046
1903/09/01,-0.549,0.133,-0.542,0.079,-0.377,0.054,-0.339,0.049,-0.366,0.046
1903/10/01,-0.541,0.132,-0.547,0.079,-0.377,0.054,-0.339,0.049,-0.367,0.046
1903/11/01,-0.554,0.126,-0.552,0.079,-0.379,0.054,-0.340,0.048,-0.366,0.046
1903/12/01,-0.528,0.130,-0.550,0.079,-0.380,0.053,-0.342,0.048,-0.365,0.046
1904/01/01,-0.572,0.131,-0.550,0.080,-0.381,0.053,-0.346,0.048,-0.363,0.046
1904/02/01,-0.639,0.129,-0.541,0.080,-0.382,0.053,-0.346,0.048,-0.362,0.046
1904/03/01,-0.584,0.129,-0.542,0.081,-0.383,0.053,-0.347,0.048,-0.362,0.046
1904/04/01,-0.532,0.129,-0.534,0.080,-0.381,0.053,-0.349,0.048,-0.361,0.046
1904/05/01,-0.512,0.139,-0.511,0.080,-0.382,0.053,-0.351,0.048,-0.360,0.046
1904/06/01,-0.493,0.128,-0.494,0.080,-0.380,0.052,-0.352,0.048,-0.360,0.045
1904/07/01,-0.481,0.142,-0.473,0.080,-0.383,0.052,-0.354,0.048,-0.360,0.045
1904/08/01,-0.477,0.142,-0.468,0.079,-0.390,0.052,-0.356,0.047,-0.359,0.045
1904/09/01,-0.553,0.130,-0.452,0.080,-0.389,0.051,-0.358,0.047,-0.358,0.045
