year,month,monthly anomaly,monthly unc.,annual anomaly,annual unc.,five-year anomaly,five-year unc.,ten-year anomaly,ten-year unc.,twenty-year anomaly,twenty-year unc.
1862.4,-0.613,0.334,-0.567,0.181,-0.507,0.120,-0.459,0.108,-0.409,0.080
1862.5,-0.334,0.267,-0.600,0.176,-0.509,0.119,-0.457,0.108,-0.409,0.080
1862.6,-0.401,0.230,-0.648,0.166,-0.512,0.119,-0.454,0.109,-0.410,0.080
1862.7,-0.445,0.204,-0.588,0.157,-0.506,0.120,-0.452,0.109,-0.410,0.080
1862.8,-0.570,0.221,-0.546,0.170,-0.506,0.121,-0.451,0.110,-0.408,0.080
1862.9,-0.667,0.241,-0.538,0.174,-0.501,0.121,-0.449,0.111,-0.408,0.080
1862.10,-0.564,0.249,-0.511,0.174,-0.502,0.121,-0.445,0.111,-0.407,0.080
1862.11,-0.715,0.278,-0.504,0.169,-0.502,0.121,-0.438,0.112,-0.407,0.080
1862.12,-1.071,0.305,-0.504,0.168,-0.502,0.122,-0.437,0.112,-0.409,0.080
1863.1,-0.215,0.406,-0.506,0.171,-0.502,0.124,-0.439,0.112,-0.409,0.080
1863.2,-0.225,0.431,-0.498,0.170,-0.503,0.125,-0.440,0.112,-0.407,0.081
1863.3,-0.404,0.285,-0.493,0.166,-0.503,0.125,-0.440,0.112,-0.406,0.081
1863.4,-0.284,0.298,-0.494,0.165,-0.502,0.125,-0.438,0.112,-0.407,0.081
1863.5,-0.249,0.217,-0.471,0.171,-0.496,0.128,-0.435,0.112,-0.406,0.081
1863.6,-0.404,0.198,-0.420,0.178,-0.488,0.130,-0.433,0.112,-0.406,0.081
1863.7,-0.465,0.223,-0.460,0.177,-0.469,0.131,-0.428,0.113,-0.407,0.081
1863.8,-0.483,0.227,-0.483,0.164,-0.462,0.132,-0.425,0.112,-0.407,0.081
1863.9,-0.599,0.212,-0.488,0.160,-0.458,0.132,-0.423,0.112,-0.407,0.081
1863.10,-0.576,0.223,-0.505,0.160,-0.460,0.130,-0.420,0.112,-0.406,0.081
1863.11,-0.438,0.260,-0.504,0.159,-0.458,0.130,-0.420,0.112,-0.404,0.082
